punto_id,tipo_punto,nombre,latitud,longitud,localidad,categoria,valor_M,fecha
BIP0472,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO LOS CHOAPINOS DE LA COMUNA DE,-34.3192,-70.83674,Los Choapinos,Energía,2420.0,2005
BIP0473,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBL LOS CHOAPINOS INIA COMUNA DE REN,-34.3192,-70.83674,Los Choapinos,Energía,1361.0,2005
BIP0474,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,112149.0,2006
BIP0475,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,53265.0,2006
BIP0476,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,72137.0,2006
BIP0477,Proyecto BIP,AMPLIACION ESCUELA GUSTAVO BISQUERTT S. DE POPETA RENGO,-34.42,-70.88,Popeta,Educación y Cultura,112224.0,2006
BIP0478,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,998790.0,2006
BIP0479,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME.COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,118855.0,2006
BIP0480,Proyecto BIP,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,390560.0,2006
BIP0481,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SERVICIO APR DE LO DE LOBOS, RENGO",-34.37523,-70.82941,Lo De Lobo,Recursos Hídricos,153588.0,2006
BIP0482,Proyecto BIP,"AMPLIACION AGUA POTABLE CALLEJONES SECTOR LA ESMERALDA, ROSA",-34.34281,-70.9049,Esmeralda,Recursos Hídricos,29657.0,2006
BIP0483,Proyecto BIP,CONSTRUCCION SEDE UNIVERSIDAD DE VALPARAISO EN RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,1332000.0,2006
BIP0484,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE LAUTARO NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,147007.0,2006
BIP0485,Proyecto BIP,REPOSICION PARCIAL SALA CUNA BELLO HORIZONTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,75256.0,2006
BIP0486,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA SANTA TERESA DE AVILA DE RENG,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,198308.0,2006
BIP0487,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA RIO CLARO LA ISLA LOCAL 1,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,139599.0,2006
BIP0488,Proyecto BIP,CONSTRUCCION PARA LA JEC ESCUELA RIO CLARO LA ISLA LOCAL 2,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,382771.0,2006
BIP0489,Proyecto BIP,MEJORAMIENTO LICEO TOMAS MARIN  DE POVEDA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,257881.0,2006
BIP0490,Proyecto BIP,MEJORAMIENTO LICEO TOMAS MARIN  DE POVEDA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,7427.0,2006
BIP0491,Proyecto BIP,CONSTRUCCION LICEO INDUSTRIAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,67067.0,2006
BIP0492,Proyecto BIP,CONSTRUCCION LICEO INDUSTRIAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,1512425.0,2006
BIP0493,Proyecto BIP,AMPLIACION ESCUELA DE APALTA PARA LA JEC,-34.33885,-70.86644,Apalta,Educación y Cultura,14338.0,2006
BIP0494,Proyecto BIP,AMPLIACION PARA LA JEC LICEO LUIS URBINA FLORES,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,353969.0,2006
BIP0495,Proyecto BIP,CONSTRUCCION PARA LA JEC LICEO ORIENTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,1383809.0,2006
BIP0496,Proyecto BIP,CONSTRUCCION COLECTOR DE AGUAS LLUVIAS EGENAU RENGO URBANO I,-34.40518,-70.86324,Rengo Urbano,Transporte y Vialidad,48278.0,2006
BIP0497,Proyecto BIP,MEJORAMIENTO CALLES BALMACEDA Y TOMAS VALENCIA-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,96272.0,2006
BIP0498,Proyecto BIP,REPOSICION EDIFICIO CONSISTORIAL MUNICIPALIDAD DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,20500.0,2006
BIP0499,Proyecto BIP,"MEJORAMIENTO SERVICIO DE APR LOS CHOAPINOS, COMUNA DE RENGO",-34.3192,-70.83674,Los Choapinos,Recursos Hídricos,38102.0,2006
LOC000,Localidad,Rengo Centro,-34.40518,-70.86324,Rengo Centro,Urbano,12500,2024
LOC001,Localidad,Rengo Norte,-34.395,-70.86,Rengo Norte,Urbano,6500,2024
LOC002,Localidad,Rengo Sur,-34.415,-70.866,Rengo Sur,Urbano,4500,2024
LOC003,Localidad,Rengo Oriente,-34.404,-70.852,Rengo Oriente,Urbano,3000,2024
LOC004,Localidad,Rengo Poniente,-34.406,-70.874,Rengo Poniente,Urbano,2000,2024
LOC005,Localidad,Rosario Centro,-34.34788,-70.84245,Rosario Centro,Urbano,4500,2024
LOC006,Localidad,Rosario Poniente,-34.35,-70.851,Rosario Poniente,Urbano,3700,2024
LOC007,Localidad,Rienci Valencia,-34.41,-70.87,Rienci Valencia,Urbano,3200,2024
LOC008,Localidad,El Rodeo,-34.403,-70.848,El Rodeo,Urbano,2861,2024
LOC009,Localidad,Apalta,-34.33885,-70.86644,Apalta,Rural,1850,2024
LOC010,Localidad,Chanqueahue,-34.4335,-70.78779,Chanqueahue,Rural,1420,2024
LOC011,Localidad,Cobil,-34.39994,-70.89498,Cobil,Rural,1180,2024
LOC012,Localidad,Esmeralda,-34.34281,-70.9049,Esmeralda,Rural,2650,2024
LOC013,Localidad,La Chimba,-34.40804,-70.81718,La Chimba,Rural,1340,2024
LOC014,Localidad,Las Pataguas,-34.3905,-70.95144,Las Pataguas,Rural,1110,2024
LOC015,Localidad,Lo Cartagena,-34.39026,-70.8737,Lo Cartagena,Rural,1580,2024
LOC016,Localidad,Lo de Lobo,-34.37523,-70.82941,Lo de Lobo,Rural,980,2024
LOC017,Localidad,Los Choapinos,-34.3192,-70.83674,Los Choapinos,Rural,2100,2024
LOC018,Localidad,Los Gomeros,-34.35213,-70.87866,Los Gomeros,Rural,1540,2024
LOC019,Localidad,Malambo,-34.42437,-70.83827,Malambo,Rural,1390,2024
LOC020,Localidad,Naicura,-34.32727,-70.91833,Naicura,Rural,2050,2024
LOC021,Localidad,Popeta,-34.42,-70.88,Popeta,Rural,1320,2024
LOC022,Localidad,Pueblo Hundido,-34.37959,-70.88094,Pueblo Hundido,Rural,830,2024
LOC023,Localidad,San Jorge,-34.31297,-70.87804,San Jorge,Rural,920,2024
LOC024,Localidad,Santa Isabel,-34.30677,-70.90131,Santa Isabel,Rural,765,2024
